province,month,rainfall_7day,rainfall_30day,river_discharge,population,elevation_factor,historical_floods,ndma_fatality_weight,flood_risk_score
Sindh,6,16.7,34.17,3291.36,46899102,0.2,8,0.475,44.99
Khyber Pakhtunkhwa,5,13.77,32.0,2300.65,37307230,0.6,6,0.35,33.74
Punjab,2,19.65,57.79,6151.25,114803924,0.3,7,0.425,53.24
Gilgit-Baltistan,12,32.4,85.37,3113.84,1742981,0.9,3,0.2,28.61
Sindh,4,11.15,37.11,3754.05,45445311,0.2,8,0.475,45.76
Azad Kashmir,1,7.08,22.46,1766.23,4226096,0.7,4,0.275,26.78
Punjab,6,32.98,76.17,5952.88,110313323,0.3,7,0.425,55.03
Punjab,6,12.74,35.07,3232.94,115060241,0.3,7,0.425,41.02
Gilgit-Baltistan,3,35.57,85.33,2809.62,1869147,0.9,3,0.2,27.2
Azad Kashmir,10,37.48,120.75,3103.53,3638187,0.7,4,0.275,37.89
KPK,4,38.65,114.32,7112.25,38460582,0.6,6,0.35,64.92
Azad Kashmir,2,28.56,65.57,2637.55,3660346,0.7,4,0.275,30.39
Punjab,12,43.4,139.3,6358.99,107200559,0.3,7,0.425,59.3
Balochistan,7,326.22,914.09,31034.63,12245925,0.5,5,0.3,100.0
Balochistan,1,41.53,103.2,5909.69,12742413,0.5,5,0.3,41.46
Khyber Pakhtunkhwa,4,29.77,102.89,6714.55,32874580,0.6,6,0.35,47.99
Gilgit-Baltistan,4,11.53,35.22,1468.85,1750796,0.9,3,0.2,20.13
Balochistan,9,15.65,43.36,3466.11,11255110,0.5,5,0.3,29.64
Gilgit-Baltistan,7,135.41,350.86,10170.42,1814676,0.9,3,0.2,100.0
KPK,12,32.14,80.77,3901.91,35867852,0.6,6,0.35,40.58
Punjab,6,29.43,87.45,5579.56,110673831,0.3,7,0.425,59.18
Sindh,6,25.85,78.24,8094.05,47217100,0.2,8,0.475,59.63
Gilgit-Baltistan,11,29.92,65.72,2844.45,1862010,0.9,3,0.2,28.89
Gilgit-Baltistan,7,187.06,798.66,12830.17,1961450,0.9,3,0.2,100.0
Sindh,9,125.26,485.39,13964.36,51032754,0.2,8,0.475,100.0
Gilgit-Baltistan,5,8.67,22.27,1842.13,1912734,0.9,3,0.2,12.96
Khyber Pakhtunkhwa,7,158.09,400.27,19659.19,35649115,0.6,6,0.35,100.0
Punjab,1,23.38,75.26,6224.92,112001999,0.3,7,0.425,42.09
Punjab,7,238.81,706.93,31359.81,110502205,0.3,7,0.425,100.0
Azad Kashmir,2,45.17,148.79,4377.89,3725647,0.7,4,0.275,35.68
Sindh,1,12.61,26.39,5557.76,43473558,0.2,8,0.475,48.6
Khyber Pakhtunkhwa,11,18.17,38.29,4649.72,37387361,0.6,6,0.35,39.24
Khyber Pakhtunkhwa,10,11.33,37.93,3306.86,36836419,0.6,6,0.35,29.97
Khyber Pakhtunkhwa,1,16.57,45.01,3369.31,34567940,0.6,6,0.35,32.7
Punjab,11,18.22,48.56,6010.92,101962496,0.3,7,0.425,50.85
Azad Kashmir,9,41.97,133.32,6041.08,4171666,0.7,4,0.275,40.05
Punjab,12,24.68,52.29,5130.52,114359468,0.3,7,0.425,42.42
Punjab,7,357.15,1053.01,36000.0,111974227,0.3,7,0.425,100.0
Balochistan,11,17.91,49.1,2923.48,11854380,0.5,5,0.3,31.25
KPK,10,26.9,86.51,4206.17,33181580,0.6,6,0.35,42.39
Balochistan,7,79.57,204.08,5680.52,13150282,0.5,5,0.3,77.44
KPK,2,26.8,80.89,5884.97,35140286,0.6,6,0.35,36.6
Sindh,10,19.05,60.88,5819.03,44219869,0.2,8,0.475,49.41
Azad Kashmir,4,20.53,64.37,2569.45,3866076,0.7,4,0.275,30.05
Balochistan,4,8.78,24.75,3139.34,11814702,0.5,5,0.3,31.71
Sindh,6,28.06,86.31,8177.44,49251185,0.2,8,0.475,57.12
Azad Kashmir,5,19.68,44.7,2203.01,3800880,0.7,4,0.275,30.65
Gilgit-Baltistan,12,11.46,24.38,1762.09,1955860,0.9,3,0.2,15.82
KPK,1,15.91,53.87,2515.71,36052888,0.6,6,0.35,33.01
Balochistan,4,29.79,83.7,3636.74,12145700,0.5,5,0.3,44.65
KPK,9,30.42,98.32,3535.65,38738776,0.6,6,0.35,33.07
Punjab,2,15.1,44.81,4355.1,112887989,0.3,7,0.425,41.26
KPK,7,144.83,626.42,20336.41,37833734,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,2,42.48,110.35,4275.88,34014004,0.6,6,0.35,38.39
Balochistan,6,19.66,62.58,3946.98,11862445,0.5,5,0.3,39.22
Azad Kashmir,5,11.04,26.1,3272.01,4361699,0.7,4,0.275,34.21
Balochistan,5,30.58,105.13,4709.27,12635304,0.5,5,0.3,44.81
Balochistan,3,30.59,67.93,4089.12,12191089,0.5,5,0.3,37.07
Gilgit-Baltistan,11,38.87,94.91,3266.6,1848253,0.9,3,0.2,34.51
Sindh,8,186.75,829.9,36000.0,45704571,0.2,8,0.475,100.0
Azad Kashmir,7,107.99,425.44,9890.33,3850059,0.7,4,0.275,100.0
Punjab,3,26.19,64.36,4407.6,103684370,0.3,7,0.425,49.02
Khyber Pakhtunkhwa,4,8.5,22.17,2169.25,35734607,0.6,6,0.35,27.73
Punjab,12,20.1,59.23,6402.21,107301666,0.3,7,0.425,54.2
Punjab,1,18.69,54.82,3418.02,114281690,0.3,7,0.425,37.75
KPK,10,14.31,33.79,2722.77,37922706,0.6,6,0.35,31.71
Punjab,7,115.2,496.08,16349.49,116834785,0.3,7,0.425,100.0
Sindh,3,25.7,55.95,6763.11,48446125,0.2,8,0.475,49.27
Gilgit-Baltistan,9,21.22,66.01,1998.02,1871500,0.9,3,0.2,26.34
Azad Kashmir,10,19.5,48.8,3189.95,4225906,0.7,4,0.275,32.3
Sindh,4,32.3,96.41,8431.54,49223376,0.2,8,0.475,63.24
Khyber Pakhtunkhwa,8,143.73,601.65,18287.38,34593118,0.6,6,0.35,100.0
KPK,7,111.47,363.31,11576.76,34731411,0.6,6,0.35,100.0
Gilgit-Baltistan,11,34.93,121.59,2769.66,1841496,0.9,3,0.2,29.39
KPK,5,6.7,13.77,3328.89,32860611,0.6,6,0.35,28.18
KPK,10,13.4,28.0,2574.0,37600411,0.6,6,0.35,36.91
KPK,12,44.17,136.4,6300.28,36270286,0.6,6,0.35,51.72
Punjab,11,26.18,82.61,7031.61,119784209,0.3,7,0.425,53.87
Khyber Pakhtunkhwa,2,51.54,130.01,7637.54,33493703,0.6,6,0.35,61.37
Balochistan,1,6.65,20.47,2608.61,12778188,0.5,5,0.3,30.33
Balochistan,9,15.72,46.4,2319.09,12991366,0.5,5,0.3,33.78
Khyber Pakhtunkhwa,1,44.66,144.16,6974.88,37037057,0.6,6,0.35,46.93
Sindh,11,12.5,28.03,3028.16,50128712,0.2,8,0.475,38.25
Khyber Pakhtunkhwa,10,16.29,48.19,3304.92,32786431,0.6,6,0.35,32.47
KPK,12,8.4,24.29,2265.14,37322799,0.6,6,0.35,30.24
Azad Kashmir,1,19.27,63.54,3973.87,4226938,0.7,4,0.275,33.8
Punjab,1,15.22,52.83,5079.5,115574305,0.3,7,0.425,48.15
Balochistan,3,34.67,101.28,4680.93,12002050,0.5,5,0.3,47.96
KPK,6,7.96,27.69,2683.5,36526510,0.6,6,0.35,30.41
Gilgit-Baltistan,7,179.21,701.5,8349.34,1892531,0.9,3,0.2,100.0
Punjab,11,24.75,64.57,5684.48,108654651,0.3,7,0.425,50.1
Punjab,12,25.99,56.17,4015.52,110276847,0.3,7,0.425,42.04
Balochistan,7,93.88,253.26,7924.07,12367713,0.5,5,0.3,87.37
Balochistan,10,23.49,68.76,2649.79,12213220,0.5,5,0.3,28.62
Gilgit-Baltistan,3,24.95,69.42,1919.7,1692899,0.9,3,0.2,22.59
Punjab,5,11.5,38.07,4010.88,106285881,0.3,7,0.425,44.53
Sindh,3,7.1,18.31,2774.32,44444550,0.2,8,0.475,30.96
KPK,4,23.58,64.13,5543.64,33657896,0.6,6,0.35,35.33
Punjab,10,47.74,107.86,9300.67,102080565,0.3,7,0.425,71.28
Balochistan,5,57.03,160.35,8090.59,12246954,0.5,5,0.3,63.46
KPK,10,23.88,54.56,4860.21,38733423,0.6,6,0.35,38.53
Azad Kashmir,2,31.19,92.47,3727.5,3994412,0.7,4,0.275,39.9
Azad Kashmir,1,21.64,47.52,3316.8,3671081,0.7,4,0.275,31.35
Gilgit-Baltistan,10,12.73,32.49,2114.47,1810447,0.9,3,0.2,19.76
Punjab,10,52.78,180.18,9114.2,102314481,0.3,7,0.425,81.46
Azad Kashmir,12,29.06,101.26,4166.25,3687105,0.7,4,0.275,38.24
Khyber Pakhtunkhwa,10,15.01,46.5,3170.68,33833800,0.6,6,0.35,39.8
KPK,7,69.0,282.2,7682.18,33077747,0.6,6,0.35,86.43
Azad Kashmir,1,18.74,59.3,2753.39,4126557,0.7,4,0.275,31.28
Sindh,2,14.22,49.49,5127.5,49170110,0.2,8,0.475,51.39
Sindh,8,170.44,709.17,22430.83,45227790,0.2,8,0.475,100.0
KPK,2,29.16,79.49,4693.68,36529242,0.6,6,0.35,40.32
Gilgit-Baltistan,7,225.21,771.06,14958.41,1784054,0.9,3,0.2,100.0
Punjab,3,40.02,100.74,5069.71,120082566,0.3,7,0.425,53.24
KPK,1,30.52,74.88,3984.74,35982022,0.6,6,0.35,38.46
Punjab,1,34.49,73.18,7809.9,109797759,0.3,7,0.425,54.94
Gilgit-Baltistan,7,153.11,651.72,8069.95,1894333,0.9,3,0.2,100.0
Sindh,10,35.36,100.86,8213.91,43928109,0.2,8,0.475,68.36
Gilgit-Baltistan,11,24.53,53.43,2567.79,1968881,0.9,3,0.2,16.82
KPK,7,73.52,186.4,10746.46,37694512,0.6,6,0.35,88.49
Gilgit-Baltistan,10,16.73,37.41,1918.39,1959353,0.9,3,0.2,28.02
Khyber Pakhtunkhwa,8,159.7,462.05,22136.55,33677295,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,10,10.71,25.32,3339.8,38342877,0.6,6,0.35,25.94
Sindh,12,32.08,72.12,5058.74,48296893,0.2,8,0.475,51.87
Balochistan,12,66.06,197.33,6766.44,12741440,0.5,5,0.3,59.49
Gilgit-Baltistan,4,29.76,68.15,1886.81,1945222,0.9,3,0.2,28.85
Gilgit-Baltistan,7,231.47,1038.01,19275.06,1729581,0.9,3,0.2,100.0
Azad Kashmir,7,83.24,210.02,8696.28,4192042,0.7,4,0.275,80.14
Khyber Pakhtunkhwa,12,23.24,79.64,3531.99,38450881,0.6,6,0.35,41.98
Balochistan,5,15.39,43.61,3709.39,11702429,0.5,5,0.3,30.15
Khyber Pakhtunkhwa,2,22.98,80.23,4629.43,37803677,0.6,6,0.35,31.97
KPK,8,149.28,627.68,14293.87,38844567,0.6,6,0.35,100.0
Gilgit-Baltistan,3,17.64,55.72,2896.42,1959633,0.9,3,0.2,21.76
Gilgit-Baltistan,2,23.4,56.79,2031.11,1936529,0.9,3,0.2,24.78
Sindh,8,127.93,434.93,21697.76,50921614,0.2,8,0.475,100.0
Sindh,1,53.32,170.34,7663.18,51779706,0.2,8,0.475,70.93
Azad Kashmir,2,10.49,21.43,3075.32,3944600,0.7,4,0.275,20.29
Azad Kashmir,9,46.62,93.9,6160.94,3873129,0.7,4,0.275,45.39
Balochistan,8,144.3,603.83,17311.46,13510692,0.5,5,0.3,100.0
Gilgit-Baltistan,7,125.45,489.38,8026.24,1817177,0.9,3,0.2,96.89
Azad Kashmir,7,158.26,415.29,9115.74,3838795,0.7,4,0.275,100.0
Khyber Pakhtunkhwa,10,22.87,55.32,4801.65,36057885,0.6,6,0.35,39.19
Punjab,9,239.69,656.3,22159.73,106338179,0.3,7,0.425,100.0
KPK,11,32.27,110.11,5761.96,33003711,0.6,6,0.35,49.93
Punjab,6,46.78,136.71,8979.59,118406370,0.3,7,0.425,62.44
Gilgit-Baltistan,2,19.57,42.67,1631.2,1956550,0.9,3,0.2,13.16
Balochistan,4,12.44,41.32,2044.69,13384753,0.5,5,0.3,23.44
Sindh,9,86.0,223.41,12278.74,51288404,0.2,8,0.475,100.0
Punjab,8,380.0,1300.0,36000.0,109256202,0.3,7,0.425,100.0
Gilgit-Baltistan,5,18.31,57.43,2817.93,1878015,0.9,3,0.2,20.9
Azad Kashmir,1,24.08,68.76,3907.82,3856206,0.7,4,0.275,35.65
KPK,12,14.16,32.96,2379.96,35441595,0.6,6,0.35,26.84
KPK,6,13.29,32.66,2310.96,33007099,0.6,6,0.35,28.1
Sindh,7,139.61,558.87,17713.3,43541037,0.2,8,0.475,100.0
Punjab,8,97.37,276.56,8926.78,106058133,0.3,7,0.425,100.0
Sindh,3,46.41,144.43,10017.88,52083715,0.2,8,0.475,67.43
Balochistan,8,192.33,482.51,16737.86,13364683,0.5,5,0.3,100.0
Sindh,8,152.96,533.7,25184.78,47946732,0.2,8,0.475,100.0
Balochistan,5,21.98,52.13,2961.82,13476491,0.5,5,0.3,32.48
Azad Kashmir,3,51.56,123.59,4867.38,4074092,0.7,4,0.275,48.86
KPK,6,37.27,85.83,6391.41,34498035,0.6,6,0.35,48.69
Khyber Pakhtunkhwa,5,20.73,42.42,5018.59,32998870,0.6,6,0.35,42.77
Punjab,8,156.51,467.91,16000.89,103839937,0.3,7,0.425,100.0
Gilgit-Baltistan,8,31.68,99.81,3894.98,1871421,0.9,3,0.2,35.19
KPK,4,23.67,79.98,5810.98,35387387,0.6,6,0.35,44.91
Sindh,2,15.47,40.69,6163.02,46454562,0.2,8,0.475,43.8
Khyber Pakhtunkhwa,5,13.48,37.73,2356.42,38700971,0.6,6,0.35,30.55
Sindh,3,10.77,31.59,3205.29,46111680,0.2,8,0.475,42.22
Khyber Pakhtunkhwa,7,134.53,476.19,12783.0,32627154,0.6,6,0.35,100.0
Gilgit-Baltistan,7,204.72,910.02,16306.03,1839026,0.9,3,0.2,100.0
Gilgit-Baltistan,7,197.95,781.37,12791.68,1775496,0.9,3,0.2,100.0
Azad Kashmir,1,5.63,19.21,2856.11,3675982,0.7,4,0.275,23.48
Gilgit-Baltistan,8,66.74,165.43,3446.31,1626343,0.9,3,0.2,41.42
Balochistan,5,10.79,33.13,1855.2,11846832,0.5,5,0.3,26.09
KPK,6,41.64,125.89,5798.36,38933548,0.6,6,0.35,53.62
KPK,4,11.57,35.11,3420.1,35000564,0.6,6,0.35,33.2
Punjab,4,33.39,112.82,4641.53,107836770,0.3,7,0.425,54.56
Azad Kashmir,11,13.16,39.57,2192.22,3792258,0.7,4,0.275,27.17
Khyber Pakhtunkhwa,9,6.91,14.97,2700.47,36628099,0.6,6,0.35,27.26
Khyber Pakhtunkhwa,9,22.12,56.35,3341.43,35638078,0.6,6,0.35,33.47
KPK,10,8.21,19.23,1979.31,34402866,0.6,6,0.35,29.3
Khyber Pakhtunkhwa,1,7.89,18.25,3214.65,34537497,0.6,6,0.35,35.01
Sindh,7,143.39,365.78,22429.72,45638716,0.2,8,0.475,100.0
Balochistan,4,19.79,50.22,2287.57,11308394,0.5,5,0.3,30.26
Sindh,2,9.06,21.0,3149.04,43754050,0.2,8,0.475,41.37
Sindh,11,33.34,82.0,8099.25,46039169,0.2,8,0.475,62.11
Azad Kashmir,1,7.7,21.88,1709.42,4359981,0.7,4,0.275,20.57
Punjab,8,167.24,491.39,14992.97,111001754,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,3,25.71,71.13,3171.22,33417293,0.6,6,0.35,32.97
Sindh,3,33.53,69.09,6940.86,44382192,0.2,8,0.475,57.44
Azad Kashmir,8,226.36,632.8,20565.07,4108909,0.7,4,0.275,100.0
Gilgit-Baltistan,4,24.67,67.99,2898.64,1792527,0.9,3,0.2,25.19
Azad Kashmir,2,29.1,99.0,4712.67,3644532,0.7,4,0.275,37.28
Sindh,5,16.68,52.88,4225.01,45571761,0.2,8,0.475,48.48
Khyber Pakhtunkhwa,6,21.47,54.8,4204.99,37234565,0.6,6,0.35,37.14
Sindh,11,28.86,72.58,8213.91,44254632,0.2,8,0.475,59.62
Balochistan,9,24.59,51.37,3223.29,12201648,0.5,5,0.3,39.27
Khyber Pakhtunkhwa,6,23.82,64.86,4812.67,35467707,0.6,6,0.35,40.92
Sindh,9,158.44,622.92,19191.6,43674344,0.2,8,0.475,100.0
Sindh,4,10.39,35.29,3535.18,50134637,0.2,8,0.475,43.68
Khyber Pakhtunkhwa,5,23.33,66.44,2902.77,33403319,0.6,6,0.35,33.71
KPK,3,39.3,91.8,5372.17,32764625,0.6,6,0.35,50.47
Khyber Pakhtunkhwa,1,33.99,101.33,4127.28,32400776,0.6,6,0.35,37.96
Khyber Pakhtunkhwa,3,50.9,108.08,7909.87,36156320,0.6,6,0.35,60.77
Khyber Pakhtunkhwa,12,11.1,22.69,2425.92,33447507,0.6,6,0.35,34.13
Sindh,1,27.83,93.4,8415.17,47270208,0.2,8,0.475,68.77
KPK,12,8.53,23.98,2987.2,32662232,0.6,6,0.35,34.65
Azad Kashmir,9,11.96,26.68,3315.33,3793631,0.7,4,0.275,36.28
Sindh,4,12.35,33.03,3450.01,48465282,0.2,8,0.475,38.92
Balochistan,7,133.81,468.18,9821.26,13052110,0.5,5,0.3,100.0
KPK,8,154.42,474.14,12509.68,37339293,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,6,46.22,117.71,6752.45,35277173,0.6,6,0.35,56.14
KPK,3,40.66,99.61,4276.81,32754672,0.6,6,0.35,46.83
KPK,5,7.52,19.56,3180.34,38820402,0.6,6,0.35,27.17
Azad Kashmir,7,275.15,1111.54,24847.07,4031602,0.7,4,0.275,100.0
Balochistan,9,42.72,143.55,6558.71,11993233,0.5,5,0.3,43.86
Gilgit-Baltistan,6,172.82,591.08,11470.27,1924160,0.9,3,0.2,100.0
KPK,11,27.59,56.89,5879.33,32979443,0.6,6,0.35,45.96
Azad Kashmir,3,21.47,53.09,4039.48,3787263,0.7,4,0.275,34.45
KPK,1,37.36,122.65,4028.3,38211933,0.6,6,0.35,39.34
Sindh,10,29.69,94.12,7419.23,44229061,0.2,8,0.475,56.74
Balochistan,4,31.45,69.97,3666.44,11406812,0.5,5,0.3,41.97
Balochistan,6,22.96,70.6,4101.35,13157498,0.5,5,0.3,30.77
Sindh,7,123.95,404.29,17098.45,43688925,0.2,8,0.475,100.0
Balochistan,12,18.49,42.97,3834.77,11756389,0.5,5,0.3,41.61
Azad Kashmir,5,30.47,83.7,3748.99,3607202,0.7,4,0.275,28.6
Azad Kashmir,1,32.63,85.04,4703.94,4084727,0.7,4,0.275,39.17
KPK,11,24.38,50.4,4150.86,35400384,0.6,6,0.35,40.52
KPK,3,23.76,51.11,5133.97,34245572,0.6,6,0.35,42.54
Gilgit-Baltistan,10,35.82,106.97,3161.83,1630292,0.9,3,0.2,27.51
Gilgit-Baltistan,8,34.09,87.01,2409.74,1913473,0.9,3,0.2,24.84
Azad Kashmir,6,33.25,97.44,2813.33,3923673,0.7,4,0.275,38.02
Khyber Pakhtunkhwa,7,212.9,792.49,31244.75,38873866,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,5,14.36,45.16,2649.98,37365630,0.6,6,0.35,33.75
Khyber Pakhtunkhwa,7,145.67,390.85,11190.62,32719949,0.6,6,0.35,100.0
KPK,4,20.56,62.89,4612.88,35610191,0.6,6,0.35,34.31
Gilgit-Baltistan,7,218.35,870.48,12764.23,1924919,0.9,3,0.2,100.0
Gilgit-Baltistan,12,17.24,55.6,2871.37,1785917,0.9,3,0.2,23.5
Sindh,3,20.46,69.19,7267.87,50762987,0.2,8,0.475,63.9
Azad Kashmir,3,26.46,77.38,4660.25,4000049,0.7,4,0.275,30.91
KPK,11,22.47,70.38,5526.53,37232356,0.6,6,0.35,39.87
KPK,5,34.36,92.71,3922.76,32366043,0.6,6,0.35,42.11
Punjab,3,14.2,44.84,3223.65,118952029,0.3,7,0.425,40.51
Balochistan,1,7.51,23.0,1728.24,11556302,0.5,5,0.3,21.89
Sindh,7,233.23,621.1,36000.0,47432242,0.2,8,0.475,100.0
Balochistan,4,13.72,42.73,3753.99,12671062,0.5,5,0.3,38.79
Sindh,12,24.68,76.62,8013.08,44210580,0.2,8,0.475,61.01
Punjab,9,91.27,242.94,9863.7,118185387,0.3,7,0.425,95.77
KPK,7,93.53,325.2,11848.83,38318719,0.6,6,0.35,100.0
Gilgit-Baltistan,11,6.0,20.35,1209.46,1968731,0.9,3,0.2,7.38
Sindh,4,27.26,88.42,8125.43,49266488,0.2,8,0.475,64.27
KPK,12,10.28,34.53,2212.18,34772361,0.6,6,0.35,29.54
Azad Kashmir,10,57.14,168.3,7704.92,4148541,0.7,4,0.275,60.36
Khyber Pakhtunkhwa,7,176.4,497.66,23797.49,34186967,0.6,6,0.35,100.0
KPK,4,23.39,57.33,4423.8,36203619,0.6,6,0.35,37.06
Khyber Pakhtunkhwa,1,18.46,58.31,3904.28,34150809,0.6,6,0.35,31.01
Sindh,3,40.75,117.9,10173.33,46493537,0.2,8,0.475,76.13
Azad Kashmir,10,9.35,22.46,2218.13,3651326,0.7,4,0.275,25.68
Gilgit-Baltistan,9,72.15,191.04,5739.37,1915704,0.9,3,0.2,52.19
Gilgit-Baltistan,12,37.49,81.52,3940.4,1696882,0.9,3,0.2,32.11
Azad Kashmir,10,11.81,36.67,2924.24,4034466,0.7,4,0.275,20.58
Khyber Pakhtunkhwa,11,16.44,55.09,3966.92,37223194,0.6,6,0.35,31.99
Gilgit-Baltistan,7,294.28,1062.57,11945.45,1807120,0.9,3,0.2,100.0
KPK,2,35.52,72.84,4918.02,36772003,0.6,6,0.35,40.75
Sindh,4,35.72,74.49,7968.06,48676135,0.2,8,0.475,62.03
Azad Kashmir,2,30.34,80.22,4631.46,3911069,0.7,4,0.275,40.54
Azad Kashmir,5,8.54,22.37,1810.79,3617612,0.7,4,0.275,23.69
Khyber Pakhtunkhwa,4,7.05,21.36,3244.11,34491571,0.6,6,0.35,41.23
Azad Kashmir,6,32.73,107.95,5078.17,3698553,0.7,4,0.275,44.69
Khyber Pakhtunkhwa,5,32.73,86.57,3718.85,34716126,0.6,6,0.35,45.61
Punjab,5,33.14,79.18,5642.86,116663060,0.3,7,0.425,52.78
Sindh,10,14.84,48.92,4291.36,46240579,0.2,8,0.475,46.3
Azad Kashmir,11,24.88,50.22,2848.62,3607377,0.7,4,0.275,34.09
Balochistan,11,21.38,46.2,2709.45,13496223,0.5,5,0.3,30.61
Khyber Pakhtunkhwa,4,19.67,55.72,5107.91,34320203,0.6,6,0.35,40.95
Balochistan,7,126.87,561.36,11380.74,13126051,0.5,5,0.3,100.0
Balochistan,1,14.34,31.88,1951.16,13456778,0.5,5,0.3,22.89
Punjab,2,17.94,41.95,3195.41,101066236,0.3,7,0.425,38.12
Azad Kashmir,7,149.73,528.69,11225.34,4126479,0.7,4,0.275,100.0
Azad Kashmir,7,265.09,920.93,20390.31,4364369,0.7,4,0.275,100.0
Sindh,12,16.79,54.44,6601.01,49197927,0.2,8,0.475,57.98
Balochistan,6,15.53,49.68,2383.94,11617069,0.5,5,0.3,31.27
Balochistan,4,32.52,84.92,5114.46,12133551,0.5,5,0.3,38.81
Sindh,12,17.28,39.17,6594.41,50323622,0.2,8,0.475,57.48
Azad Kashmir,2,21.31,66.45,3292.76,3636126,0.7,4,0.275,33.55
Punjab,2,39.43,87.75,6168.24,109210437,0.3,7,0.425,60.0
Balochistan,2,10.33,30.23,2293.24,11195391,0.5,5,0.3,30.47
Punjab,7,295.63,1265.41,31847.25,119303209,0.3,7,0.425,100.0
Azad Kashmir,1,27.96,63.64,3845.98,3641689,0.7,4,0.275,35.65
Sindh,6,10.73,26.35,3195.23,45492234,0.2,8,0.475,42.9
Sindh,2,40.05,122.1,6737.63,50095417,0.2,8,0.475,60.94
KPK,12,46.48,125.49,7986.76,34680544,0.6,6,0.35,64.02
Gilgit-Baltistan,11,11.76,26.87,2039.75,1876591,0.9,3,0.2,18.45
Balochistan,6,22.55,49.75,4565.43,12206132,0.5,5,0.3,44.49
Balochistan,4,30.02,94.92,2929.8,12365236,0.5,5,0.3,37.78
Khyber Pakhtunkhwa,6,17.29,41.06,3692.54,32869831,0.6,6,0.35,33.17
Sindh,2,25.45,64.8,7389.34,50400261,0.2,8,0.475,56.27
Sindh,4,12.45,38.98,5220.26,51479944,0.2,8,0.475,52.05
Khyber Pakhtunkhwa,12,10.04,28.16,3373.12,39012044,0.6,6,0.35,36.3
Azad Kashmir,1,29.5,78.09,4750.33,3849551,0.7,4,0.275,38.48
Sindh,4,20.12,56.05,6135.22,43530920,0.2,8,0.475,47.93
Khyber Pakhtunkhwa,12,11.23,38.86,2825.11,33589808,0.6,6,0.35,29.41
Gilgit-Baltistan,5,35.97,89.57,2600.98,1937505,0.9,3,0.2,27.07
KPK,1,19.2,45.24,4788.68,37148050,0.6,6,0.35,40.22
Azad Kashmir,11,26.04,74.77,3175.52,4271522,0.7,4,0.275,35.77
Azad Kashmir,2,36.61,103.5,3781.78,3728469,0.7,4,0.275,38.98
Balochistan,5,39.32,124.84,5322.6,11134828,0.5,5,0.3,46.1
Punjab,8,164.8,539.42,15679.61,113036237,0.3,7,0.425,100.0
Sindh,1,22.43,64.75,7292.88,49704423,0.2,8,0.475,57.06
Punjab,1,28.04,56.39,4885.81,112363588,0.3,7,0.425,47.6
Punjab,8,212.7,955.95,21065.49,101007332,0.3,7,0.425,100.0
Sindh,2,18.21,60.92,4724.53,43954521,0.2,8,0.475,52.32
Punjab,8,270.52,710.82,36000.0,105811933,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,8,139.39,510.45,13748.72,37162218,0.6,6,0.35,100.0
Azad Kashmir,4,14.47,49.56,3212.74,3856137,0.7,4,0.275,32.11
Azad Kashmir,9,21.64,69.88,3499.76,3622584,0.7,4,0.275,33.22
KPK,11,10.97,32.62,2659.29,35221770,0.6,6,0.35,24.47
Khyber Pakhtunkhwa,11,17.59,50.17,2663.26,35569227,0.6,6,0.35,34.45
Punjab,2,14.63,33.31,4671.85,119342183,0.3,7,0.425,47.39
Balochistan,4,21.33,42.93,3243.41,11977813,0.5,5,0.3,35.79
Balochistan,1,21.94,58.85,4202.34,12160753,0.5,5,0.3,37.63
Sindh,8,215.17,639.13,28353.64,52001631,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,2,23.72,63.1,3987.42,35959573,0.6,6,0.35,37.14
Balochistan,12,23.06,57.76,4034.95,12588372,0.5,5,0.3,41.95
Sindh,1,17.66,44.55,5480.66,52368729,0.2,8,0.475,48.54
Azad Kashmir,9,24.42,75.52,4603.51,4226146,0.7,4,0.275,40.12
Balochistan,2,19.36,42.66,3609.11,13047284,0.5,5,0.3,33.1
Punjab,9,200.42,638.61,26044.98,102407749,0.3,7,0.425,100.0
Gilgit-Baltistan,3,16.22,43.93,1878.3,1875767,0.9,3,0.2,15.24
Punjab,9,128.51,377.01,11336.33,112878541,0.3,7,0.425,100.0
Balochistan,11,20.29,46.72,2356.66,12589557,0.5,5,0.3,31.09
Balochistan,11,17.56,44.17,3989.48,11193263,0.5,5,0.3,38.3
Khyber Pakhtunkhwa,11,14.18,28.36,2489.34,34613885,0.6,6,0.35,29.14
Punjab,7,160.3,443.3,23239.92,117811336,0.3,7,0.425,100.0
Gilgit-Baltistan,12,14.41,36.4,1471.69,1672868,0.9,3,0.2,18.6
Balochistan,9,18.7,64.58,4272.94,11572432,0.5,5,0.3,35.51
KPK,1,30.66,72.1,3534.6,32308831,0.6,6,0.35,34.1
Punjab,8,170.06,668.53,20902.82,106334066,0.3,7,0.425,100.0
Balochistan,12,26.42,63.34,4673.69,12478963,0.5,5,0.3,38.99
Balochistan,2,25.88,77.51,3942.7,11686800,0.5,5,0.3,32.77
